uuid,product_id,transaction_id,original_transaction_id,renewal_number,revenue_usd_corrected
b805a876-66d8-4caa-bec0-bd1cb7264ebd,monthly.9.99.3d.trial,322f40c0-7e10-404f-8eca-809b687ec511,322f40c0-7e10-404f-8eca-809b687ec511,0,0
b805a876-66d8-4caa-bec0-bd1cb7264ebd,monthly.9.99.3d.trial,1a61f848-2284-4977-93c2-9bb06df75682,322f40c0-7e10-404f-8eca-809b687ec511,1,0
55f57162-367c-4b6b-a7cb-1258b3b182c8,weekly.4.99.3d.trial,38e0f5b7-1369-4e8a-b5ca-17e4f2001e13,38e0f5b7-1369-4e8a-b5ca-17e4f2001e13,0,0
55f57162-367c-4b6b-a7cb-1258b3b182c8,weekly.4.99.3d.trial,42374d71-a9a8-4569-830d-ed96062b061a,38e0f5b7-1369-4e8a-b5ca-17e4f2001e13,1,0
bcfb26ab-3c49-4ebf-a5f0-13454bee21ae,weekly.4.99.3d.trial,393003b6-2ae6-4cf9-a65d-ad654241e126,393003b6-2ae6-4cf9-a65d-ad654241e126,0,0
bcfb26ab-3c49-4ebf-a5f0-13454bee21ae,weekly.4.99.3d.trial,c52de867-fe59-4611-bc5b-1961f9febd2e,393003b6-2ae6-4cf9-a65d-ad654241e126,1,0
a8cfb276-4254-45c0-ad21-a271b9ede056,weekly.2.49,419f292d-423a-4fbf-a59a-ed9a3fdf7e33,419f292d-423a-4fbf-a59a-ed9a3fdf7e33,0,0
a8cfb276-4254-45c0-ad21-a271b9ede056,weekly.2.49,fe14d146-1038-4cf0-bac9-16e72e1cd458,419f292d-423a-4fbf-a59a-ed9a3fdf7e33,1,249
f709b0d8-5e0f-4ede-bda6-047845f6eff6,weekly.2.49,473525ad-6b53-497a-86dc-c6eab7c0c778,473525ad-6b53-497a-86dc-c6eab7c0c778,0,0
f709b0d8-5e0f-4ede-bda6-047845f6eff6,weekly.2.49,fa6ada73-8ffe-4a58-a34c-ab7a55fce862,473525ad-6b53-497a-86dc-c6eab7c0c778,1,0
1c460d68-b850-472b-97af-229b56493fd8,weekly.2.49,4a094001-b139-4bb1-96f6-e8ae6bf2e187,4a094001-b139-4bb1-96f6-e8ae6bf2e187,0,0
1c460d68-b850-472b-97af-229b56493fd8,weekly.2.49,2fbfe2d8-a8f4-4e1c-9447-94d0155a6e5f,4a094001-b139-4bb1-96f6-e8ae6bf2e187,1,0
f618dfe7-18cc-4d6b-b1e0-344a3aaf8ab4,weekly.4.99.3d.trial,4cf47a15-fc89-4d28-8911-f06f64688ddd,4cf47a15-fc89-4d28-8911-f06f64688ddd,0,0
f618dfe7-18cc-4d6b-b1e0-344a3aaf8ab4,weekly.4.99.3d.trial,bca520ac-5fe9-4959-99bd-5a9021ea9f22,4cf47a15-fc89-4d28-8911-f06f64688ddd,1,0
a48de43f-3cf2-46c5-93ce-9006a35c51aa,weekly.4.99.3d.trial,5380fd6d-f61a-43f0-a88b-145ceafb1718,5380fd6d-f61a-43f0-a88b-145ceafb1718,0,0
a48de43f-3cf2-46c5-93ce-9006a35c51aa,weekly.4.99.3d.trial,ca783226-1def-48a0-ac82-6e586f5c9d44,5380fd6d-f61a-43f0-a88b-145ceafb1718,1,0
e0872e7d-e532-426b-84e8-c7e0ffae5aa4,monthly.7.49,54550af9-a014-4427-9821-f1778767df39,54550af9-a014-4427-9821-f1778767df39,0,749
e0872e7d-e532-426b-84e8-c7e0ffae5aa4,monthly.7.49,a20e90a7-64f6-46a5-96e9-10a89f6611df,54550af9-a014-4427-9821-f1778767df39,1,0
b0d1c046-a6df-4886-9deb-bcc6857dfdfb,weekly.4.99.3d.trial,56eb6c1e-b337-42c1-8310-7530467ea611,56eb6c1e-b337-42c1-8310-7530467ea611,0,0
b0d1c046-a6df-4886-9deb-bcc6857dfdfb,weekly.4.99.3d.trial,7d614937-d0c2-4d80-b399-4fdebaa42165,56eb6c1e-b337-42c1-8310-7530467ea611,1,0
ab752b3f-adca-4007-aeaa-bff55b247496,weekly.2.49,5846b425-6215-4c8f-918a-53c846d871e6,5846b425-6215-4c8f-918a-53c846d871e6,0,0
ab752b3f-adca-4007-aeaa-bff55b247496,weekly.2.49,bc9ebf45-3e7f-4a42-8286-c53295b5d00e,5846b425-6215-4c8f-918a-53c846d871e6,1,0
155fffb1-4135-48bf-ba77-837956cd173c,weekly.2.49,5b10dfdc-a0ed-43aa-9d41-ce2d1f59f108,5b10dfdc-a0ed-43aa-9d41-ce2d1f59f108,0,0
155fffb1-4135-48bf-ba77-837956cd173c,weekly.2.49,880827d4-76ea-4cd0-bf90-730d246ac763,5b10dfdc-a0ed-43aa-9d41-ce2d1f59f108,1,0
986949a2-eb26-431e-95e5-39d83d28d376,monthly.9.99.3d.trial,5c878022-5354-4e2a-8ce0-d229857c76e8,5c878022-5354-4e2a-8ce0-d229857c76e8,0,0
986949a2-eb26-431e-95e5-39d83d28d376,monthly.9.99.3d.trial,21db445f-b84b-4b2e-8c05-561b967471dc,5c878022-5354-4e2a-8ce0-d229857c76e8,1,0
831f4449-84eb-4d18-8111-1219d4991c10,monthly.9.99.3d.trial,5ea7c0fd-6904-4f7a-8e16-32c388e61e7a,5ea7c0fd-6904-4f7a-8e16-32c388e61e7a,0,0
831f4449-84eb-4d18-8111-1219d4991c10,monthly.9.99.3d.trial,b54a5700-697c-4cfd-9bdc-f7b3858506de,5ea7c0fd-6904-4f7a-8e16-32c388e61e7a,1,0
4817141d-3941-4333-9219-c4803a2dcbf8,weekly.4.99.3d.trial,603acc01-91e7-4905-8938-6ce3604afc71,603acc01-91e7-4905-8938-6ce3604afc71,0,0
4817141d-3941-4333-9219-c4803a2dcbf8,weekly.4.99.3d.trial,6f90e436-e7c2-49f8-a7a8-b58d926f7278,603acc01-91e7-4905-8938-6ce3604afc71,1,0
06488688-b5b4-41b3-9c27-abe26b1a27cb,weekly.2.49,64c1c516-2e16-4289-8b07-130677b07844,64c1c516-2e16-4289-8b07-130677b07844,0,0
06488688-b5b4-41b3-9c27-abe26b1a27cb,weekly.2.49,837043a4-875e-4ee0-8ebb-e7a6095fdfcf,64c1c516-2e16-4289-8b07-130677b07844,1,0
e5f9eab3-5542-4ae9-9ac4-76f080838c27,monthly.7.49,6ef45b97-0823-43c0-b4c7-08aa78eb66c8,6ef45b97-0823-43c0-b4c7-08aa78eb66c8,0,0
e5f9eab3-5542-4ae9-9ac4-76f080838c27,monthly.7.49,6268b605-76b8-46b6-b91a-13b3c503149f,6ef45b97-0823-43c0-b4c7-08aa78eb66c8,1,0
c1af4e2b-af3f-4256-a5df-400f68cf4a91,weekly.2.49,6fe47ef1-db41-4100-89e9-11d4962b121a,6fe47ef1-db41-4100-89e9-11d4962b121a,0,0
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,77dfc024-515a-4911-941c-91369edfe88a,77dfc024-515a-4911-941c-91369edfe88a,0,0
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,38622d52-6596-476d-870d-14c70189da1c,77dfc024-515a-4911-941c-91369edfe88a,1,249
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,b4c6c038-c22f-442b-9679-0389b3c415ef,77dfc024-515a-4911-941c-91369edfe88a,2,249
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,a9fe6da3-0a39-4a64-8ccd-29d4b9296fad,77dfc024-515a-4911-941c-91369edfe88a,3,249
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,75e81a3f-8c8c-44bf-96d0-d175b63c1d28,77dfc024-515a-4911-941c-91369edfe88a,4,249
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,ced438d3-1ec2-42c3-aa76-ab1606cf90cd,77dfc024-515a-4911-941c-91369edfe88a,5,0
67a022ad-1d6f-46b3-88b2-1603120745a9,weekly.2.49,9a712bc0-f5ad-401a-b879-e71663371935,77dfc024-515a-4911-941c-91369edfe88a,6,0
5c5a529b-965c-43cd-88bb-d52c9ed3c241,weekly.2.49,7b1b4297-c2fd-4c58-a495-225aad61fdc3,7b1b4297-c2fd-4c58-a495-225aad61fdc3,0,0
5c5a529b-965c-43cd-88bb-d52c9ed3c241,weekly.2.49,e782e7d8-7786-499a-9119-abf6118fc270,7b1b4297-c2fd-4c58-a495-225aad61fdc3,1,0
05b17ef8-eb8d-4d2d-9192-5501ba184cab,weekly.4.99.3d.trial,7c030e87-1eb7-4da3-9bf5-152d1bf3a260,7c030e87-1eb7-4da3-9bf5-152d1bf3a260,0,0
05b17ef8-eb8d-4d2d-9192-5501ba184cab,weekly.4.99.3d.trial,480378bf-75bc-4414-823f-f4b66e4243aa,7c030e87-1eb7-4da3-9bf5-152d1bf3a260,1,499
05b17ef8-eb8d-4d2d-9192-5501ba184cab,weekly.4.99.3d.trial,11e988b1-7d1e-4e3b-9806-d4ea646d9cf7,7c030e87-1eb7-4da3-9bf5-152d1bf3a260,2,0
bc07aa5b-4b17-4cf8-a33a-c7495c594a2c,weekly.2.49,80e93af7-627d-48df-83d1-0050a2d1f315,80e93af7-627d-48df-83d1-0050a2d1f315,0,0
bc07aa5b-4b17-4cf8-a33a-c7495c594a2c,weekly.2.49,e82bcd02-baed-4944-a131-c8e7a7b43728,80e93af7-627d-48df-83d1-0050a2d1f315,1,0
998498c0-90d0-402b-8fbd-e867bc8ec766,weekly.2.49,83d536db-a687-4732-be59-b6ba5138207f,83d536db-a687-4732-be59-b6ba5138207f,0,0
8cb66f4c-3bbb-4aba-8a21-285892b3ed89,monthly.9.99.3d.trial,8406e32b-6cd3-4aac-a443-b9dcb811537e,8406e32b-6cd3-4aac-a443-b9dcb811537e,0,0
8cb66f4c-3bbb-4aba-8a21-285892b3ed89,monthly.9.99.3d.trial,ca11559d-720f-43eb-a065-2c498100144e,8406e32b-6cd3-4aac-a443-b9dcb811537e,1,0
c39cc19f-8f93-4e9f-a7e6-79978a34d32e,weekly.2.49,8430b0b9-2b4c-4679-97cd-f6f3f1e75b9a,8430b0b9-2b4c-4679-97cd-f6f3f1e75b9a,0,0
c39cc19f-8f93-4e9f-a7e6-79978a34d32e,weekly.2.49,c09314b7-8c1c-4ae3-b7b0-7ef56569c19e,8430b0b9-2b4c-4679-97cd-f6f3f1e75b9a,1,249
c39cc19f-8f93-4e9f-a7e6-79978a34d32e,weekly.2.49,60365059-b6c5-437d-a0ff-d936f85163cd,8430b0b9-2b4c-4679-97cd-f6f3f1e75b9a,2,0
c39cc19f-8f93-4e9f-a7e6-79978a34d32e,weekly.2.49,41b4a622-22a9-4656-b46f-cd37dcd5b41e,8430b0b9-2b4c-4679-97cd-f6f3f1e75b9a,3,249
7bcffa0d-15ab-4b8d-977a-0c4961b07f2d,weekly.2.49,8647b7ff-9e4c-4ba1-8ced-0e1ed6e088e2,8647b7ff-9e4c-4ba1-8ced-0e1ed6e088e2,0,0
7bcffa0d-15ab-4b8d-977a-0c4961b07f2d,weekly.2.49,17f818f6-8f06-4682-88dc-712159284271,8647b7ff-9e4c-4ba1-8ced-0e1ed6e088e2,1,0
995ada30-5c88-4fa2-95d0-833d12df7114,monthly.9.99.3d.trial,86ebbc9b-c9cf-4bd8-b2e6-14eaa8410f70,86ebbc9b-c9cf-4bd8-b2e6-14eaa8410f70,0,0
995ada30-5c88-4fa2-95d0-833d12df7114,monthly.9.99.3d.trial,86a006fa-58c5-4d7d-9861-9ea77c1bc6c6,86ebbc9b-c9cf-4bd8-b2e6-14eaa8410f70,1,0
0e980d37-4ee9-4dae-b97a-4c2845ddb0f1,weekly.4.99.3d.trial,8747fd2e-5427-415a-ab8e-53ebc41fc954,8747fd2e-5427-415a-ab8e-53ebc41fc954,0,0
0e980d37-4ee9-4dae-b97a-4c2845ddb0f1,weekly.4.99.3d.trial,e87f88fc-c800-4eeb-bceb-ca6f02338ed4,8747fd2e-5427-415a-ab8e-53ebc41fc954,1,0
e69b98df-27ad-4e7b-88e4-4ae9f0416cb4,weekly.4.99.3d.trial,896400e5-c12f-4bb3-945d-c833d9332879,896400e5-c12f-4bb3-945d-c833d9332879,0,0
e69b98df-27ad-4e7b-88e4-4ae9f0416cb4,weekly.4.99.3d.trial,5cc14ab6-988d-4bf6-ba14-ea120ee438d6,896400e5-c12f-4bb3-945d-c833d9332879,1,0
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,89f54b99-527a-485f-b1c0-44238ea60bbe,89f54b99-527a-485f-b1c0-44238ea60bbe,0,0
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,acba23d6-3767-4d54-80ef-01a141857fa2,89f54b99-527a-485f-b1c0-44238ea60bbe,1,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,716ef327-2c2e-4e81-826f-6444367ae545,89f54b99-527a-485f-b1c0-44238ea60bbe,2,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,eb1e1290-b661-4539-bc21-83c711cd4e3a,89f54b99-527a-485f-b1c0-44238ea60bbe,3,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,26bbb8cb-76f1-4555-8c90-a87c17dfa775,89f54b99-527a-485f-b1c0-44238ea60bbe,4,0
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,a5429255-2a57-4551-8573-793b28af3d6e,89f54b99-527a-485f-b1c0-44238ea60bbe,5,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,2fb3d0f1-57c7-4e83-bde7-258c3433cf49,89f54b99-527a-485f-b1c0-44238ea60bbe,6,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,c8bbd05d-95d0-41ac-8532-dd95a53e5ec7,89f54b99-527a-485f-b1c0-44238ea60bbe,7,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,490ba49d-04db-4c7a-8fc3-8182d8e3d723,89f54b99-527a-485f-b1c0-44238ea60bbe,8,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,c3521432-9847-4f6e-9092-bcb59c828a36,89f54b99-527a-485f-b1c0-44238ea60bbe,9,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,ed60d833-ebfb-432f-b9a7-d0174c7f43c3,89f54b99-527a-485f-b1c0-44238ea60bbe,10,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,367b716c-c797-44fd-8f16-aafb53e4d1fd,89f54b99-527a-485f-b1c0-44238ea60bbe,11,999
5fca0c0b-5cea-4218-bf56-b2fa25b2a196,monthly.9.99.3d.trial,be8e0974-7c6b-41f2-85a9-54d0a2b5a0a6,89f54b99-527a-485f-b1c0-44238ea60bbe,12,999
b8823e94-aa1c-41d1-9e47-3b04248a015d,weekly.2.49,8d000f48-72c4-44fd-b6e1-42a875b5c690,8d000f48-72c4-44fd-b6e1-42a875b5c690,0,0
b8823e94-aa1c-41d1-9e47-3b04248a015d,weekly.2.49,b8f4adab-f6d2-426d-abe3-38a353c9adbf,8d000f48-72c4-44fd-b6e1-42a875b5c690,1,0
22b1019d-179c-4f61-b158-a107ad87951f,weekly.2.49,97c95f1b-abd5-4d1e-a368-5828c7ac5936,97c95f1b-abd5-4d1e-a368-5828c7ac5936,0,0
22b1019d-179c-4f61-b158-a107ad87951f,weekly.2.49,34b8c5bd-a5e4-4cd7-ba6d-497a9096a44b,97c95f1b-abd5-4d1e-a368-5828c7ac5936,1,0
363cc7a4-602a-4d9b-b044-a56ba9ca18a8,weekly.2.49,9811bf9d-9684-46ab-b7da-982327f6e056,9811bf9d-9684-46ab-b7da-982327f6e056,0,0
363cc7a4-602a-4d9b-b044-a56ba9ca18a8,weekly.2.49,96fca0cd-02ae-4210-b935-82c3b6e7f9f9,9811bf9d-9684-46ab-b7da-982327f6e056,1,0
c2c4ff1e-6185-45fb-9eb9-e20bb0e9750d,weekly.2.49,98172f26-237c-4c32-ae4f-79cfa71f5726,98172f26-237c-4c32-ae4f-79cfa71f5726,0,0
c2c4ff1e-6185-45fb-9eb9-e20bb0e9750d,weekly.2.49,cdd94e5b-0b98-4aac-9428-a323d0be56b4,98172f26-237c-4c32-ae4f-79cfa71f5726,1,0
a9ed6f5a-43de-40da-b4c9-57cb73393a4b,weekly.2.49,9d2b3104-7dc3-4e87-8f9b-affd78e229ba,9d2b3104-7dc3-4e87-8f9b-affd78e229ba,0,0
a9ed6f5a-43de-40da-b4c9-57cb73393a4b,weekly.2.49,1a1d2ecf-d3d9-4173-b649-29e7235e8421,9d2b3104-7dc3-4e87-8f9b-affd78e229ba,1,0
00f5f37f-6ff5-4d14-a4fe-847058420dc0,monthly.9.99.3d.trial,9e71741d-8cc2-45a3-a4ae-a959e4febc51,9e71741d-8cc2-45a3-a4ae-a959e4febc51,0,0
00f5f37f-6ff5-4d14-a4fe-847058420dc0,monthly.9.99.3d.trial,abea1a47-c1de-4786-8dcd-7d268f53db35,9e71741d-8cc2-45a3-a4ae-a959e4febc51,1,0
